1:dam : a2,1:dam : a1,1:dam : a3,1:dam : a7,1:dam : a4,1:dam : a6,1:dam : a9,1:dam : a5,1:dam : a10,1:dam : a12,1:dam : a11,1:dam : a8
-2.0296603829947095,-5.82507507159259,3.880499887936947,-5.174113061046751,-7.1409030486517056,-3.023992725271639,-0.6993358229177398,-4.125154452351972,-1.1569241953922909,-3.03373579860126,2.3750413910992183,-4.485671745676169
-0.020861800469108793,-0.19265075295768064,0.09957318210794883,-0.6710838830565544,-0.22154885516536774,0.15534619719746717,0.5751796130860525,-0.3260594941375001,-0.389036378333047,-0.034945826290128004,0.5324971752659804,-0.5144503838746278
-0.719194595900204,-0.16108208482009848,0.545960467767097,0.023086170630155167,-0.8467163813093221,-0.274634844100607,-0.5014177245948435,-0.7793803887076609,-0.3369735242855066,-0.16978787080490682,-0.3780593091651303,-0.10925512053478847
-3.47823403101201,-2.2998886245370396,0.976693455497083,-1.4633781403584445,-1.9010022746090562,-1.22784380035037,-1.7561728796311076,-2.711980936910102,-3.6590356859817477,-1.7063859721762507,-3.25096778562426,-1.066207034396066
-1.109438391603998,-1.060438273201658,-1.6433075210767598,-1.2584711688328853,-0.7621530850786958,-1.054393614339512,-1.4765454003885081,-1.9421052370728353,-2.174156130838205,-1.7280213683872407,-1.7950851241591463,-0.6743606202021722
-1.2904773282805537,-1.2391040536243205,-0.31049760041862395,-1.5138405882627965,-1.9812535080281144,-0.8403530476840156,-2.1039046950650944,-1.3589919607727727,-1.078133817642231,-1.4663658195187945,-2.0924814545816375,-1.2280829993876712
-2.933811701702601,0.36779895136035456,0.01966597570689299,-0.05114103819094118,-2.982519525436166,-0.8157294908421684,-2.5875349263417027,-2.0385695565130195,-1.9945741709143028,-1.9031705137680068,-0.6576119600551351,-2.1485444420846846
-1.4180801103465668,-0.18873391490014724,1.2703664205324996,1.8925614926387992,-3.1083146615143398,-0.6109165094406834,-2.6274695411461972,-0.2363099806275748,0.027250847580424994,-0.46138156976278055,-2.201496231083228,-3.0289609155465076
-0.8135792615736772,1.1897436107616548,-0.5498866410987714,1.1209490410836191,-1.5212479546692474,2.1627083937946088,-0.5499400577207081,1.774403645066292,3.3146209264740474,1.1544574045101186,3.3136594194897864,-1.9779382415511104
-0.42966135569809144,2.458273939976862,0.3692704062599752,1.7636112103940023,0.6564892285276779,0.9231652619513373,1.6009303066492355,1.5452566898481437,3.6098071867119517,3.2104552839193836,4.785544338880557,0.4623697955038365
0.8967619694610549,-0.9745507007096803,1.5083491496106571,0.937660246010218,-0.07011160297231356,0.549281262524778,0.24340713540913328,0.9575620968556673,-0.055768785759361394,-0.35323862883306667,-0.599358524311388,-0.9023422094097854
-1.3400538567170757,-0.6531982263481348,-0.9545166738306009,-0.7682861006937076,0.6785613013631323,1.1582063395743778,0.8387578637358104,-2.2860782183854624,-1.4465237409502927,0.30705232369714547,-0.7074305583348774,2.2277480042624354
1.180949362613506,0.6834685782176007,0.7631505316298333,-0.6407483333010364,2.5369155647989006,2.1424355663706667,2.2375216976831966,2.3593091135480053,1.252737583098111,2.361631933074701,2.3035587440640377,2.569324911626267
-0.2367177024435237,2.817432735297785,-1.0230332132725957,0.31149886088384254,1.046631319862642,1.0145348518159265,1.6157665526890994,1.5605884582787932,1.2551936670359582,0.6957116744258379,2.5587867336654035,2.301482017487173
-3.251581086187725,0.011015126023725008,3.7503699676656232,1.3627467386668126,-3.761271316549241,-0.011124897873179329,0.3181901907995288,-1.523363414707552,-1.627479532620312,-0.24536711912161327,0.09801580669421583,-1.533420182125641
-0.5757018960086697,-0.846960113262927,0.24783994327758452,1.7737507669010397,-2.4685569583678424,-0.07984150153148219,-2.8078506212771104,-0.19528642910086325,0.9937449447140339,0.8750945926638312,-1.899745782025532,-1.122522434644412
2.3172811453422093,1.1946652014414962,0.7923217559464313,0.8143178484067983,0.8026133848494297,1.204921380704722,0.9845613020163857,1.8355587699022538,1.9494503326651482,0.9164432628064,0.9958706228516561,0.6744487040528939
-0.4112651316811013,1.7153429968586007,-1.1759992496713982,0.26882240209912106,0.5180272660536472,0.4406707005031415,0.5148757350344152,0.8665975336122714,0.23602681423930774,-0.7662316985140128,0.8081623415050893,0.8948533717859901
0.3731277142057996,-2.664775081761816,1.5059163238560056,0.3718608367121872,-1.545669029877867,-3.6020974991898154,0.4461762751195191,0.9510646285237445,1.0516041650312409,-0.12017918329376609,2.6661278898300393,-3.2507649710109163
